longitude,latitude,dump_site_name,state_province
-117.575488,41.017704,I-80 BUTTON POINT REST AREA EB WB,NV
-117.130249,40.790587,I-80 VALMY REST AREA EB WB,NV
-119.161055,38.99473,Yerington,NV
-119.182353,38.98908,NV-339 LOG CABIN REST AREA NB SB,NV
-117.452827,38.139674,US-95/US-6 MILLERS REST AREA EB WB,NV
-119.331701,39.60416,Wadsworth REST AREA WB,NV
-80.582102,40.938796,I-76 TP MAHONING VALLEY SERVICE PLAZA EB,OH
-80.590515,40.940092,I-76 TP MAHONING VALLEY SERVICE PLAZA WB,OH
-81.677189,41.292801,I-80 TP TOWPATH SERVICE PLAZA EB,OH
-81.66911,41.290955,I-80 TP TOWPATH SERVICE PLAZA WB,OH
-84.41277,41.604491,I-80/90 TP TIFFIN RIVER SERVICE PLAZA EB,OH
-84.401716,41.60435,I-80/90 TP TIFFIN RIVER SERVICE PLAZA WB,OH
-82.229213,41.377628,I-80/90 TP MIDDLE RIDGE SERVICE PLAZA EB,OH
-82.219364,41.37957,I-80/90 TP MIDDLE RIDGE SERVICE PLAZA WB,OH
-97.190053,34.547638,I-35 DAVIS REST AREA NB,OK
-97.191545,34.551441,I-35 DAVIS REST AREA SB,OK
-97.190041,34.54746,I-35 Rest Stop NB,OK
-97.191548,34.551269,I-35 Rest Stop SB,OK
-98.130366,36.752287,Cherokee,OK
-99.821823,35.229398,I-40 ERICK REST AREA WB,OK
-96.725835,35.384315,I-40 SHAWNEE REST EB WB,OK
-94.878778,36.865794,Miami,OK
-95.488079,35.947731,Wagoner,OK
-95.277717,35.885929,Wagoner,OK
-94.714345,35.428351,I-40 SALLISAW WELCOME CENTER WB,OK
-94.684095,35.409502,I-40 SALLISAW REST AREA EB,OK
-94.845228,36.87621,I-44 WILL ROGERS TP MIAMI SERVICE PLAZA/WELCOME CENTER SB,OK
-101.467692,36.675951,Guymon Visitor Center,OK
-76.377448,45.418137,Stinson Sons Arnprior,ON
-78.666124,43.892692,Port Darlington Water Pollution Control Plant,ON
-81.211526,46.567074,Chelmsford Waste Water Treatment Plant,ON
-75.083951,45.304352,Casselman,ON
-89.263666,48.388061,Thunder Bay,ON
-80.931739,44.584096,Owensound,ON
-81.310914,43.89215,Wingham,ON
-80.395159,42.581583,Long point PP,ON
-92.85061,49.794492,Dryden City,ON
-79.94004,46.365911,Sturgeon Falls,ON
-75.072799,45.305103,Casselman,ON
-79.692359,43.411225,Oakville Wastewater Treatment Plant,ON
-84.318636,46.537868,SAULT ST MARIE ? dump SHELL,ON
-82.932725,46.185286,Blind River Tourist Info,ON
-88.6304,45.555427,Alfred,ON
-84.403954,46.524731,good SAULT ST MARIE Water Treatment Plant,ON
-80.312635,43.342649,good water Churchill Park,ON
-76.65785,44.284623,ON ROUTE Rest,ON
-80.800572,43.065596,ON ROUTE Woodstock in back,ON
-81.032634,46.465957,Sudbury,ON
-80.770284,43.13601,? Woodstock Wastewater Treatment Plant,ON
-78.925895,42.938821,Niagara,ON
-75.96008,44.99162,South Stormont Long Sault Parkway,ON
-76.655258,45.476861,Renfrew Visitor Info,ON
-79.086193,43.123446,Niagara 7 a.m. - 7 p.m,ON
-79.261673,43.200809,Niagara,ON
-75.522236,44.723483,good Prescott Canadian Tire,ON
-75.187943,44.899905,Morrisburg Canadian Tire,ON
-81.21131,48.485359,Timmins,ON
-79.25232,42.906557,Port Colborne 7 a.m. - 7 p.m,ON
-81.018941,46.623297,Val Caron,ON
-81.14981,43.251463,St Marys 8 to 4 PM,ON
-79.538478,43.196045,Grimsby 7 a.m. - 7 p.m,ON
-79.237374,43.006449,Welland 7 a.m. - 7 p.m,ON
-84.403954,46.524731,good SAULT ST MARIE Water Treatment Plant,ON
-82.932725,46.185286,? Blind River Tourist Info,ON
-79.649767,43.572938,Mississauga Works Yard,ON
-78.891827,43.856835,Corbett Creek Water Pollution Control,ON
-78.751358,43.871788,Courtice Pollution Control Plant,ON
-121.346818,45.695258,I-84 MEMALOOSE REST AREA EB,OR
-118.503514,45.600171,I-84 DEADMAN PASS REST AREA WB,OR
-118.013827,45.234967,I-84 CHARLES REYNOLDS REST AREA NB SB,OR
-124.303936,42.066085,US-101 HARRIS BEACH REST AREA NB SB,OR
-119.319798,43.53235,US-20 SAGE HEN REST AREA EB WB,OR
-123.577449,45.057048,good Spirit Mountain Casino,OR
-123.011296,44.923719,Salem (Buy gas),OR
-124.059262,44.63107,NEWPORT good chamber of commerce,OR
-123.120495,44.096214,Eugene,OR
-124.105679,43.703834,Reedsport good Visitor info,OR
-90.504213,30.540527,I-55 Rest Stop SB,OR
-123.266097,44.549408,Corvallis (buy gas),OR
-118.788585,45.668895,Pendleton,OR
-121.519556,45.713535,Hood River,OR
-123.860007,46.182878,Astoria,OR
-123.960441,46.183344,Hammond,OR
-117.924484,45.025287,North Powder,OR
-123.096935,45.519467,Forest Grove,OR
-119.087969,44.416614,Mt Vernon,OR
-124.110283,43.928652,Florence entrance to Jessie M. Honeyman Memorial State Park,OR
-119.291008,45.84463,Hermiston,OR
-124.014653,44.929447,Lincoln City,OR
-123.936029,44.616961,Toledo,OR
-124.068747,44.424086,Waldport,OR
-122.945273,45.496844,Hillsboro,OR
-123.160556,45.222903,McMinnville,OR
-119.088475,44.164468,John Day Rest Area,OR
-122.764812,45.402024,Tigard,OR
-121.134607,44.636071,Madras,OR
-118.788587,45.668896,Pendleton,OR
-119.708977,45.843198,Boardman,OR
-123.539851,44.539851,Philomath Chevron Station,OR
-95.855933,36.259517,Owasso,OK
-124.177802,43.601092,Reedsport William Tugman State Park before gate,OR
-122.814297,42.608177,Shady Cove Chevron,OR
-118.932636,45.133428,Ukiah,OR
-118.18751,44.495342,Unity,OR
-78.083095,40.057537,I-76 TP SIDELING HILL SERVICE PLAZA EB WB,PA
-76.571346,40.207786,I-76 TP LAWN SERVICE PLAZA WB,PA
-75.443087,40.082796,I-76 TP VALLEY FORGE SERVICE PLAZA EB,PA
-76.003208,40.559409,Hamburg Cabellas,PA
-79.498698,47.593205,NOTRE-DAME-DU-NORD,QC
-79.4374,47.462013,Saint-Bruno-de-Guigues,QC
-79.299413,47.426284,LAVERLOCHERE,QC
-79.091821,46.725775,Val-dOr,QC
-79.200388,48.660721,VAL-DOR,QC
-79.046837,48.247335,Rouyn Noranda,QC
-78.128946,48.137383,Malartic,QC
-78.976375,48.224105,Rouyn Noranda,QC
-79.200633,48.810946,La Sarre,QC
-79.200106,48.81124,La Sarre Canadian Tire,QC
-78.106816,48.561011,Amos kiosque du tourisme,QC
-77.770602,48.100502,Val-dOr,QC
-75.50981,46.550986,MONT LAURIER,QC
-75.60426,45.480883,Gatineau Usine d`epuration des eaux usees,QC
-75.585339,45.460091,OTTAWA Gloucester,QC
-74.865139,46.40011,RIVIERE ROUGE,QC
-74.593544,46.205429,MONT-TREMBLANT,QC
-74.211755,46.314468,SAINT-DONAT,QC
-74.334517,45.55454,SAINT-ANDRE-D?ARGETIEUIL,QC
-70.678731,46.130535,St Georges Bce,QC
-77.824877,48.096798,Val-D'Or,QC
-74.114779,45.271779,Salaberry-De-Valleyfield,QC
-74.026311,45.390816,VAUDREUIL-DORION,QC
-73.931753,45.532247,SAINTE-MARTHE-SUR-LE-LAC,QC
-68.196128,48.585945,Mont-Joli Arena,QC
-71.821392,48.660938,church of Saint-Henri-de-Taillon,QC
-70.042334,47.371079,La Pocatiere Ultramar,QC
-73.408526,46.168932,St Félix de Valois,QC
-73.464595,46.049545,St-Charles-Borromée,QC
-74.215625,46.316899,St-Donat de Montcalm,QC
-73.963167,45.395586,Ile-Perrot,QC
-73.429577,46.161254,St-Félix de Valois,QC
-73.862079,45.673616,Blainville,QC
-74.842091,49.777952,Chapais,QC
-77.62445,49.762616,Matagami Garage municipal,QC
-70.511499,47.442036,Baie st paul,QC
-71.295625,46.848839,Québec,QC
-74.343232,45.211059,Riviere Beaudette rest area EB,QC
-72.529092,45.583822,Roxton Falls,QC
-71.653616,48.468887,Saint-Bruno Sonic,QC
-70.940595,45.959658,La guadeloupe garage municipal,QC
-69.406715,48.347782,Les Escoumins,QC
-73.431168,45.670403,Varennes,QC
-71.803837,45.739821,Wotton,QC
-79.432533,47.328596,Ville-Marie,QC
-67.097261,52.805019,Fermont,QC
-73.758351,45.844916,St-Lin,QC
-69.098791,48.726628,Forestville Accueil Touristique,QC
-72.022342,45.784919,Danville,QC
-71.159871,45.711671,stornoway,QC
-73.693025,45.354751,Chateauguay,QC
-73.127061,46.010713,Sorel Tracy,QC
-71.461465,45.707208,Weedon,QC
-73.19125,46.086597,Berthierville Musee Gilles Villeneuve,QC
-74.743101,46.280835,Labelle Station Sonic,QC
-75.977977,46.37758,Maniwaki Centre des loisirs,QC
-74.933991,45.648109,Montebello,QC
-71.685594,48.384998,Hébertville Tourist info,QC
-74.128142,45.17648,Saint-Stanislas-de-Kostka,QC
-68.312488,49.190979,BAIE COMEAU,QC
-72.544243,46.295078,BECANCOUR,QC
-72.753931,45.192248,Cowansville Free with fuel,QC
-75.725887,45.433841,Gatineau Bob Guertin Arena,QC
-73.433464,45.841264,L 'Assomption station de pompage Turgeon,QC
-73.491246,45.735797,Repentigny,QC
-74.284305,45.476334,Information Center of Rigaud,QC
-67.41503,48.4542,Amqui GARAGE J.M VILLENEUVE,QC
-67.221531,48.352886,CAUSAPCAL Accueil touristique,QC
-66.894073,50.025025,Port-Cartier,QC
-66.39708,50.243727,SEPT-ILES,QC
-68.645782,47.577267,marina Degelis,QC
-64.536,48.385484,GRANDE-RIVIERE,QC
-64.477914,48.822635,GASPE service Irving,QC
-64.385179,48.994445,RIVIERE-AU-RENARD,QC
-72.64809,46.63295,St-Georges de Champlain,QC
-71.27005,46.806932,Quebec Rue des Ingénieurs,QC
-71.920195,45.776789,Asbestos,QC
-71.362076,45.908799,Disraeli,QC
-71.348152,46.766289,Cap Rouge,QC
-71.303989,46.891222,Quebec terrain de l'ancien jardin zoologique,QC
-71.703195,46.759951,Pont Rouge,QC
-73.30944,45.577699,st-julie,QC
-72.573512,45.631961,ACTON VALE,QC
-71.940577,45.781332,ASBESTOS Aréna Connie Dion,QC
-71.631944,48.581247,Alma,QC
-71.058716,48.427987,Saguenay (Chicoutimi),QC
-71.302953,46.109821,Thetford Mines,QC
-70.87263,48.325892,LA BAIE,QC
-70.904255,45.589239,LAC MEGANTIC,QC
-71.6513,48.528387,Alma,QC
-70.562259,46.983023,Montmagny,QC
-70.0247,46.74044,SAINTE-LUCIE-de-BEAUREGARD,QC
-68.494529,48.460747,RIMOUSKI,QC
-68.238546,48.607207,SAINTE-FLAVIE,QC
-68.206499,48.594515,Mont-Joli,QC
-68.16281,49.210581,BAIE-COMEAU,QC
-73.898081,45.820033,Sainte-Sophie,QC
-68.144633,49.226486,Baie-Comeau,QC
-71.669358,48.691298,L'Ascencion,QC
-67.533794,48.852007,MATANE,QC
-67.435224,48.462568,AMQUI,QC
-72.148068,45.262274,Magog La Capitainerie,QC
-71.073393,45.392317,Notre-Dame-des-Bois Community center,QC
-71.994375,45.572893,Windsor J-A Lemay Sports Center,QC
-71.717012,46.68246,Donnacona,QC
-71.976256,45.377531,Sherbrooke (Rock-Forest),QC
-71.631972,46.545882,Laurier-Station ULTRAMAR,QC
-71.909709,45.384706,Sherbrooke PARC MONT-BELLEVUE Rue Lalemant,QC
-71.853499,45.432021,Sherbrooke (Fleurimont),QC
-71.908741,45.377315,Sherbrooke,QC
-71.31365,48.54377,St-Ambroise LE GEANT MOTORISE INC,QC
-71.799539,45.146295,COATICOOK,QC
-71.350354,46.791314,L'Ancienne-Lorette,QC
-71.350641,46.068963,Black Lake,QC
-71.009342,46.432214,Sainte-Marie Beauce,QC
-71.182057,46.881975,Quebec (Beauport),QC
-73.784424,45.262503,Sainte-Martine,QC
-74.181573,45.885719,Saint-Sauveur,QC
-71.082803,48.380121,Chicoutimi,QC
-64.424782,48.407729,Sainte-Thérèse-de-Gaspé,QC
-71.17978,46.75483,Levis,QC
-72.33098,48.58881,St-Prime,QC
-72.566637,46.725425,St-Tite,QC
-73.203032,45.549165,Otterburn Park,QC
-74.602984,46.174779,Mont-Tremblant,QC
-72.533052,45.894277,DRUMMONDVILLE,QC
-72.217826,48.534627,ROBERVAL Club De Curling,QC
-72.649529,45.333271,BROMONT,QC
-72.523701,45.341867,WATERLOO Garage Municipal,QC
-72.079052,48.43328,Chambord COUCHE-TARD,QC
-75.245521,45.27056,Embrun,QC
-72.785389,47.416191,La Tuque,QC
-79.43253,47.328616,Ville Marie,QC
-70.207926,47.687594,Clermont Caravane Charlevoix,QC
-74.454308,45.298761,Dalhousie Station,QC
-72.144237,46.204841,Daveluiville,QC
-71.87198,48.41818,Metabetchouan,QC
-71.838289,46.890816,Saint-Raymond,QC
-71.990387,45.952933,Warwick,QC
-71.950717,46.065171,Victoriaville,QC
-71.917862,46.046905,Victoriaville,QC
-72.458875,48.652549,St-Félicien,QC
-72.649647,48.712408,Municipalité de La Doré (Complexe Sportif),QC
-71.104108,48.636902,St-David-de-Falardeau,QC
-71.667775,48.529901,ALMA Depanneur Vaillancourt (Sonic),QC
-71.869325,46.166742,PRINCEVILLE,QC
-73.809142,45.756989,SAINTE-ANNE-DES-PLAINES,QC
-73.868515,45.569353,SAINT-EUSTACHE,QC
-73.831896,45.603523,BOISBRIAND,QC
-73.835556,45.575463,Laval (Fabreville),QC
-73.748619,45.658637,Laval (Auteuil),QC
-73.674863,45.729286,TERREBONNE,QC
-73.576216,45.953139,SAINT-JACQUES,QC
-73.62027,45.711158,LACHENAIE,QC
-73.287137,45.889216,lavaltrie,QC
-73.374218,46.297012,st gabriel,QC
-73.841329,45.634354,Sainte-Thérèse,QC
-73.731144,45.215169,Saint-Urbain-Premier,QC
-73.645323,45.630072,Laval (Duvernay),QC
-73.73554,45.326937,Mercier,QC
-75.456216,46.701406,Ferme-Neuve,QC
-73.688957,45.436329,LACHINE Montréal,QC
-71.998736,45.556467,Windsor,QC
-73.454229,46.003194,JOLIETTE,QC
-73.48959,45.71928,Charlemagne,QC
-75.676575,45.502622,Gatineau Ultramar (buy gas),QC
-72.77727,45.371875,Granby,QC
-73.499468,45.397354,La Prairie,QC
-73.631551,45.262916,St-Remi,QC
-73.44922,45.748847,REPENTIGNY,QC
-73.444047,45.609388,Boucherville,QC
-73.413719,45.478906,Longueuil (Saint-Hubert),QC
-71.523424,48.676045,Labrecque,QC
-73.32929,45.58982,SAINTE-JULIE,QC
-73.23487,45.86015,CONTRECO0EUR,QC
-73.132503,46.017804,Sorel-Tracy,QC
-71.57333,46.114148,St-Ferdinand,QC
-73.501295,45.239022,St-Edouard de Napierville,QC
-73.286827,45.447449,Chambly (buy fuel,QC
-70.50984,46.400726,Lac-Etchemin,QC
-74.328245,45.652245,Lachute,QC
-65.979375,48.177717,Maria,QC
-72.144389,45.635375,Melbourne,QC
-73.428106,46.048947,Notre Dame des Prairies,QC
-71.766208,46.214043,Plessisville,QC
-69.284002,47.490241,Pohénégamook,QC
-73.104566,46.040046,Sorel-Tracy,QC
-73.287949,45.329517,St-Jean-Sur-Richelieu ( ST-LUC),QC
-72.785053,47.423031,LATUQUE,QC
-73.932727,45.31597,Melocheville Esso Station in back,QC
-73.157348,45.435311,MARIEVILLE,QC
-73.10181,45.60402,SAINTE-MADELEINE,QC
-72.763245,46.569633,Shawinigan COUCHE-TARD,QC
-73.159159,45.786054,Saint-Denis-sur-Richelieu,QC
-73.258226,45.486086,Saint-Mathias-sur-Richelieu,QC
-73.01173,45.52413,St-Damase,QC
-72.755938,46.51642,SHAWINIGAN Arena Gilles Bourassa,QC
-69.820431,47.531585,Saint-Pascal Ministery of transports,QC
-74.029236,45.781737,St-Jérome,QC
-72.875774,46.262533,YAMACHICHE,QC
-73.01193,45.41422,Saint-Cesaire,QC
-72.933869,45.63039,SAINT-HYACINTHE,QC
-71.091343,45.784853,Saint-Romain,QC
-72.693692,46.607744,SHAWINIGAN (GRAND-MERE Garage minicipal),QC
-72.993322,45.288073,Farnham,QC
-72.987674,45.12559,BEDFORD,QC
-71.94998,45.480348,Bromptonville,QC
-76.600005,45.730403,Campbell's Bay,QC
-72.60794,46.3713,MARCHÉ DU BOISE (ULTRAMAR) Trois-Rivieres,QC
-77.748962,48.099045,Val d'Or,QC
-72.314131,45.481004,Valcourt,QC
-72.461283,48.655026,St-Felicien IGA eau seulement,QC
-72.73782,45.73277,Sainte-Helene-de-Bagot,QC
-72.522288,46.373395,Trois-Rivieres Garage Municipal,QC
-72.749313,45.404315,Granby,QC
-79.348317,34.467775,I-95 DILLON WELCOME CENTER SB,SC
-96.787401,42.78608,I-29 VERMILLION REST AREA NB SB,SD
-97.016314,45.40445,I-29 WILMOT REST AREA INFORMATION CENTER NB SB,SD
-96.859509,45.909903,I-29 GLACIAL LAKES REST AREA INFORMATION CENTER SB,SD
-96.75702,44.152571,I-29 WARD ROAD REST AREA NB SB,SD
-104.041043,44.545654,I-90 SPEARFISH WELCOME CENTER EB,SD
-101.235485,43.842454,I-90 BELVIDERE REST AREA EB,SD
-101.199153,43.855122,I-90 BELVIDERE REST AREA WB,SD
-98.621139,43.70863,I-90 WHITE LAKE REST AREA EB WB,SD
-103.421531,44.279967,I-90 TILFORD REST AREA NB,SD
-103.426366,44.286432,I-90 TILFORD REST AREA SB,SD
-102.436078,44.063765,I-90 WASTA REST AREA EB WB,SD
-100.206312,43.912203,I-90 PRESHO REST AREA EB,SD
-100.141339,43.898349,I-90 PRESHO REST AREA WB,SD
-97.418909,43.666569,I-90 SALEM REST AREA EB WB,SD
-96.456657,43.609241,I-90 VALLEY SPRINGS WELCOME CENTER WB,SD
-99.337669,43.783448,I-90 CHAMBERLAIN REST AREA EB WB,SD
-97.016262,45.404318,SR-15 WHETSTONE VALLEY REST AREA INFORMATION CENTER EB/WB,SD
-98.015942,43.688085,Mitchell Cabellas,SD
-103.852004,44.673714,Belle Fourche,SD
-96.595571,43.573872,Brandon,SD
-97.116364,43.996763,Madison,SD
-100.366554,44.351152,Pierre,SD
-108.799462,50.063236,good TOMPKINS DUMP water,SK
-104.617325,50.40809,? REGINA Petro Can,SK
-101.648441,50.141037,Moosomin West of tim horton,SK
-100.741377,30.614428,I-10 SUTTON COUNTY REST AREA EB,TX
-100.748723,30.616313,I-10 SUTTON COUNTY REST AREA WB,TX
-99.026384,30.05364,I-10 KERR COUNTY REST AREA EB WB,TX
-100.614863,34.829621,US-287 DONLEY COUNTY REST AREA NB SB,TX
-100.903277,29.383091,Del Rio,TX
-101.34222,33.993471,Floydada,TX
-97.297347,27.431017,Padre Island,TX
-98.714822,33.965699,US 287 REST AREA NB SB,TX
-113.442976,37.164769,? DUMP free with gas,UT
-113.271898,37.209736,? DUMP free with gas,UT
-109.54339,38.55874,? MOHAB DUMP Gas North of building water on building,UT
-112.310228,40.514268,Tooele,UT
-110.813067,39.586344,Sinclair,UT
-111.619631,40.176095,Springville Waste Treatment Plant,UT
-111.832489,40.594057,SANDY,UT
-111.940704,40.694258,DUMP Water State Trailer Supply,UT
-109.720241,40.988588,Manila,UT
-112.257842,37.608535,Panguitch,UT
-112.680915,37.224201,Orderville,UT
-112.645894,38.251721,Beaver (buy gas),UT
-111.977905,40.706779,good DUMP Water Granger-Hunter Improvement,UT
-112.075829,40.725687,good SALT LAKE CITY Water treatment plant,UT
-111.978241,41.069526,DUMP Water Fast track car wash,UT
-109.551535,38.579965,Moab,UT
-112.059282,41.138665,good Dump Water Clinton Near walmart,UT
-110.83436,39.596112,Saratoga Springs,UT
-110.855564,39.684251,Helper,UT
-112.043877,41.522486,good DUMP Water Brigham City Water Department,UT
-110.148969,38.99575,GREEN RIVER GRAND Pilot avec dump arriere,UT
-112.024053,41.30772,Ogden,UT
-110.416903,39.544073,East Carbon,UT
-111.131655,39.086214,Ferron,UT
-116.472103,40.678362,Beowawe,NV
-122.668687,45.771041,I-5 GEE CREEK REST AREA NB,WA
-122.68001,45.802193,I-5 GEE CREEK REST AREA SB,WA
-122.321155,47.26574,I-5 SEATAC REST AREA NB,WA
-122.213507,47.904153,I-5 SILVER LAKE REST AREA SB,WA
-122.191099,48.166913,I-5 SMOKEY POINT REST AREA NB,WA
-122.192683,48.17258,I-5 SMOKEY POINT REST AREA SB,WA
-119.790738,46.220949,I-82 PROSSER REST AREA EB WB,WA
-120.443227,46.96953,I-82 SELAH CREEK REST AREA WB,WA
-120.41824,46.713102,I-82 SELAH CREEK REST AREA EB,WA
-119.611757,47.104045,I-90 WINCHESTER REST AREA EB,WA
-119.630744,47.103697,I-90 WINCHESTER REST AREA WB,WA
-118.027925,47.296891,I-90 SPRAGUE LAEK REST AREA EB,WA
-118.038317,47.286898,I-90 SPRAGUE LAEK REST AREA WB,WA
-118.85149,47.086058,I-90 SCHRAG REST AREA EB,WA
-118.836601,47.086344,I-90 SCHRAG REST AREA WB,WA
-122.988524,46.833169,Rest Area NB,WA
-122.968852,46.8728,Rest Area SB,WA
-119.729754,46.637756,SR-24 VERNITA REST AREA NB/SB,WA
-120.791898,47.765591,US-2 NASON CREEK REST AREA EB WB,WA
-118.74067,46.791824,US-395 HATTON COULEE REST AREA NB SB,WA
-122.607398,48.518932,ANACORTES Wastewater Treatment plant,WA
-122.673222,47.549571,BREMERTON Wastewater Treatment plant,WA
-122.175876,48.048453,MARYSVILLE,WA
-118.736818,48.642307,Republic,WA
-123.354919,47.016095,I-8 Elma Rest Area EB,WA
-120.840399,47.160131,I-90 CLE ELUM Indian John Hill Rest Stops WB,WA
-120.853211,47.161668,I-90 CLE ELUM Indian John Hill Rest Stops EB,WA
-122.338896,48.425648,Mount Vernon,WA
-122.90063,46.264928,Castle Rock,WA
-117.562673,47.653316,Airway Heights,WA
-122.519593,48.787322,good DUMP water gas,WA
-124.160658,47.007964,Ocean Shores,WA
-117.189174,46.736639,Pullman,WA
-122.381414,45.578573,Washougal,WA
-122.899639,47.049011,Olympia,WA
-122.948577,46.11942,Longview,WA
-122.643252,47.503106,Port Orchard (buy gas),WA
-120.540231,46.968455,Ellensburg,WA
-119.52093,48.408587,Omak,WA
-91.390739,44.934704,Chippewa Falls Visitor center,WI
-88.817919,43.010216,Jefferson County Fair Park,WI
-81.999391,38.44905,I-64 HURRICANE REST AREA EB WB,WV
-79.491705,39.662479,I-68 WELCOME CENTER WB,WV
-80.532553,40.092529,I-70 WELCOME CENTER WB,WV
-81.067268,37.472008,I-77 TP BLUESTONE TRAVEL PLAZA NB,WV
-81.548333,39.131788,I-77 MINERAL WELLS REST AREA NB SB,WV
-80.902307,38.619441,I-79 SERVIA REST AREA EB,WV
-80.897036,38.620164,I-79 SERVIA REST AREA WB,WV
-80.596611,38.911839,I-79 BURNSVILLE REST AREA EB,WV
-80.591149,38.912969,I-79 BURNSVILLE REST AREA WB,WV
-80.253324,39.313535,I-79 MEADOWBROOK REST AREA NB,WV
-80.251055,39.315627,I-79 MEADOWBROOK REST AREA SB,WV
-110.934085,42.729787,Afton Tourist Info Center,WY
-110.934857,41.265816,I-80 BEAR RIVER WELCOME CENTER,WY
-104.852369,41.102496,I-25 CHEYENNE WELCOME CENTER NB SB,WY
-104.827944,41.756758,I-25 CHUGWATER REST AREA NB SB,WY
-105.014557,42.233409,I-25 DWYER JUNCTION REST AREA NB SB,WY
-105.20019,42.656811,I-25 ORIN JUNCTION REST AREA SB NB,WY
-106.932372,44.805651,I-90 SHERIDAN WELCOME CENTER NB SB,WY
-104.340094,44.41341,I-90 SUNDANCE WELCOME CENTER EB WB,WY
-109.039486,44.513205,good DUMP Cody municipal RV dump,WY
-107.110136,44.160812,good Leigh Creek RV Dump Station,WY
-105.49296,44.265387,good Dalbey Memorial Park,WY
-106.690856,44.354936,Buffalo,WY
-111.018228,43.172857,Alpine Nordic Market (gas),WY
-109.456285,41.515359,Green River Water Treat Plant,WY
-108.740607,44.757592,Powell,WY
-108.725835,42.828646,Lander,WY
-104.835325,41.160432,Cheyenne,WY
-107.138183,42.492782,Alcova Rest Area,WY
-106.778474,42.531221,Alcova,WY
-105.392024,42.762817,Douglas,WY
-107.51526,44.774109,Burgess Junction,WY
-104.95314,42.047826,Wheatland,WY
-104.357778,41.187311,Burns,WY
-104.222814,43.851276,Newcastle,WY
-110.370176,44.563612,Yellowstone National Park,WY
-135.069109,60.732132,Whitehorse,YT
-132.708736,60.167298,Teslin,YT
-113.54126,32.799178,Dateland,AZ
-116.439935,34.231953,Yucca Valley,CA
-115.965183,33.278979,Thermal,CA
-90.88205,46.59605,Ashland,WI
-89.727523,43.459223,Baraboo,WI
-91.41074,44.926815,Chippewa Falls,WI
-89.434585,43.528495,Portage,WI
-89.98346,43.533253,Reedsburg,WI
-90.388571,43.330571,Richland Center,WI
-89.834825,44.371898,Wisconsin Rapids,WI
-112.00237,34.721968,Cottonwood,AZ
-114.89321,33.47252,Blythe,CA
-120.060804,36.735366,Kerman,CA
-119.372,37.872026,Yosemite,CA
-118.84933,37.595945,Mammoth Lakes,CA
-106.302836,39.239914,Leadville,CO
-107.052204,37.268073,Pagosa Springs,CO
-106.087311,39.665951,Silverthorne,CO
-63.407459,46.497054,Before park entrance,PEI
-114.377858,43.717783,Ketchum,ID
-120.505777,46.567193,Union Gap,WA
-97.97316,35.530816,El Reno,OK
-111.66391,33.439662,Pheonix,AZ
-108.735273,42.824219,Lander,WY
-97.85538,40.612012,Sutton,NE
-92.428987,40.747243,Bloomfield,IA
-112.02591,41.10632,Clearfield,UT
-117.454146,33.961838,Riverside,CA
-55.158045,47.177368,St-Maries,NL
-122.601734,45.370676,Oregon City,OR
-94.67377,31.35577,Lufkin,TX
-114.162427,49.58576,Lundbreck,AB
-114.359585,49.570651,Bellevue,AB
-113.394788,49.725123,Fort Macleod,AB
-121.889995,45.693348,Stevenson,WA
-121.198339,45.626231,The Dalles,OR
-66.399692,48.035021,Dalhousie truck stop,NB
-118.622447,38.525241,Hawthorne,NV
-122.23536,48.496124,Sedro-Woolley,WA
-92.442892,42.468275,Cedar Falls,IA
-94.685422,41.878295,Coon Rapids,IA
-93.32471,40.764108,Corydon,IA
-92.207684,42.965244,Fredericksburg,IA
-96.486947,43.000928,Hawarden,IA
-90.665066,42.056032,Maquoketa,IA
-91.073754,41.407201,Muscatine,IA
-91.286958,43.498625,New Albin,IA
-94.109473,41.834335,Perry,IA
-93.931083,42.270605,Stratford,IA
-91.129683,41.764975,Tipton,IA
-103.439596,49.885288,Filmore,SK
-114.528009,50.63921,Millarville,AB
-109.248168,45.175835,Red Lodge,MT
-79.914479,46.369041,Sturgeon Falls,ON
-81.432954,43.734541,Blyth,ON
-74.613482,46.180556,Mont Tremblant potable water only,QC
-72.941567,46.254753,Louisville,QC
-73.016421,46.425636,St-Paulin,QC
-69.541919,47.851037,Riviere du Loup,QC
-68.163257,48.431196,Saint-Gabriel,QC
-72.775717,45.223346,Cowansville,QC
-89.354564,48.3499,Thunder Bay,ON
-71.234431,48.401892,Jonquiere,QC
-76.206785,45.219288,Almonte,ON
-106.925062,37.843946,Creede,CO
-127.421293,50.696615,Port Hardy,BC
-100.728688,46.829053,Bismarck,ND
-96.835248,46.889713,Fargo,ND
-101.515503,48.763323,Mohall,ND
-101.850161,46.813978,Glen Ullin,ND
-107.821861,50.286627,Husky truck stop,SK
-104.531274,50.450961,Husky Travel Centre Regina,SK
-119.271048,50.27006,Vernon Visitor center,BC
-98.292884,49.964896,good Portage laprairie,MB
-113.374127,52.976688,Westerose,AB
-113.642925,52.8965,Wetaskiwin,AB
-112.70571,51.459563,Can Tire Drumheller,AB
-119.47852,49.036366,Osoyoos,BC
-117.651396,49.295755,Castlegar,BC
-118.206973,49.044678,Christina Lake,BC
-114.885366,49.730838,Sparwood,BC
-112.53225,49.502601,Stirling,AB
-115.839615,51.243005,inside park,AB
